company_name,description,category,location,source,cleaned_description,combined,cluster,cluster_name,cluster_quality,tags,startup_cluster,startup_cluster_name,startup_cluster_quality
JSX Tool,AI-First In-Browser IDE for React Development,"Engineering, Product and Design",,yc_2025,ai first in browser ide for react development,"JSX Tool ai first in browser ide for react development Engineering, Product and Design",6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Zephyr Fusion,Powering tomorrow's industrial revolution in space,Energy,"San Diego, CA, USA",yc_2025,powering tomorrow s industrial revolution in space,Zephyr Fusion powering tomorrow s industrial revolution in space Energy,3,Industrial / Electronics / Manufacturing,mixed,Other,6,EdTech Startups,clean
Mayflower,AI plug-in that automates HR immigration screening and compliance,,"San Francisco, CA, USA",yc_2025,ai plug in that automates hr immigration screening and compliance,Mayflower ai plug in that automates hr immigration screening and compliance,6,Enterprise Software / SaaS / IT Products,clean,"AI, HRTech",7,Ops / Logistics / Business Tools,mostly_clean
item,The AI-Native CRM that works for you,Sales,"San Francisco, CA, USA",yc_2025,the ai native crm that works for you,item the ai native crm that works for you Sales,6,Enterprise Software / SaaS / IT Products,clean,AI,0,AI Tools / Automation,clean
Rivet,Visual editor to design in production code,"Engineering, Product and Design","San Francisco, CA, USA",yc_2025,visual editor to design in production code,"Rivet visual editor to design in production code Engineering, Product and Design",6,Enterprise Software / SaaS / IT Products,clean,DevTools,6,EdTech Startups,clean
Openroll,AI-Native Workday,,"Stockholm, Stockholm County, Sweden",yc_2025,ai native workday,Openroll ai native workday,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Fixpoint,Uber for AI trainers and human-in-the-loop supervisors,Human Resources,,yc_2025,uber for ai trainers and human in the loop supervisors,Fixpoint uber for ai trainers and human in the loop supervisors Human Resources,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Bear,Marketing Stack for AI Agents,Marketing,"San Francisco, CA, USA",yc_2025,marketing stack for ai agents,Bear marketing stack for ai agents Marketing,6,Enterprise Software / SaaS / IT Products,clean,AI,0,AI Tools / Automation,clean
Moss,Real-time semantic search for Conversational AI,,"San Mateo, CA, USA",yc_2025,real time semantic search for conversational ai,Moss real time semantic search for conversational ai,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Zarna,AI Associates for Private Capital,Finance and Accounting,"San Francisco, CA, USA",yc_2025,ai associates for capital,Zarna ai associates for capital Finance and Accounting,5,Banking / Financial Services / Insurance,clean,"AI, Fintech, DevTools",0,AI Tools / Automation,clean
MarkIt,AI Agents for Trade Compliance - Saving Companies from Tariffs,Supply Chain and Logistics,"San Francisco, CA, USA",yc_2025,ai agents for trade compliance saving companies from tariffs,MarkIt ai agents for trade compliance saving companies from tariffs Supply Chain and Logistics,6,Enterprise Software / SaaS / IT Products,clean,"AI, Logistics",0,AI Tools / Automation,clean
Dome,"A unified API for prediction markets, like Kalshi and Polymarket",Infrastructure,,yc_2025,a unified api for prediction markets like kalshi and polymarket,Dome a unified api for prediction markets like kalshi and polymarket Infrastructure,6,Enterprise Software / SaaS / IT Products,clean,DevTools,1,B2B SaaS / Workflow,mostly_clean
Clicks,Computer use agents to automate all back-office work,Productivity,,yc_2025,computer use agents to automate all back office work,Clicks computer use agents to automate all back office work Productivity,6,Enterprise Software / SaaS / IT Products,clean,OpsTech,2,Fintech Startups,clean
Fastshot,Lovable for mobile apps,"Engineering, Product and Design",,yc_2025,lovable for mobile apps,"Fastshot lovable for mobile apps Engineering, Product and Design",6,Enterprise Software / SaaS / IT Products,clean,Other,6,EdTech Startups,clean
Claybird,The full-stack AI ad company,Marketing,"San Francisco, CA, USA",yc_2025,the full stack ai ad company,Claybird the full stack ai ad company Marketing,6,Enterprise Software / SaaS / IT Products,clean,AI,0,AI Tools / Automation,clean
LunaBill,AI Voice callers for healthcare billing teams,Healthcare IT,"San Francisco, CA, USA",yc_2025,ai voice callers for healthcare billing teams,LunaBill ai voice callers for healthcare billing teams Healthcare IT,7,Pharma / Healthcare / Life Sciences,clean,"AI, HealthTech",7,Ops / Logistics / Business Tools,mostly_clean
Axial Composites Industries,Carbon Fiber Manufacturing at the Speed of Software,Aviation and Space,,yc_2025,carbon fiber manufacturing at the speed of software,Axial Composites Industries carbon fiber manufacturing at the speed of software Aviation and Space,3,Industrial / Electronics / Manufacturing,mixed,SaaS,6,EdTech Startups,clean
Velvet,Data for world models,,"San Francisco, CA, USA",yc_2025,data for world models,Velvet data for world models,6,Enterprise Software / SaaS / IT Products,clean,Other,6,EdTech Startups,clean
DiligenceSquared,AI-powered market due diligence for investment decisions,Analytics,"San Francisco, CA, USA",yc_2025,ai powered market due diligence for investment decisions,DiligenceSquared ai powered market due diligence for investment decisions Analytics,6,Enterprise Software / SaaS / IT Products,clean,AI,0,AI Tools / Automation,clean
Amera,Automating claims processing workflows for health insurance payers.,Insurance,,yc_2025,automating claims processing workflows for health insurance payers,Amera automating claims processing workflows for health insurance payers Insurance,6,Enterprise Software / SaaS / IT Products,clean,"AI, SaaS, Fintech, HealthTech, OpsTech",7,Ops / Logistics / Business Tools,mostly_clean
Forge Robotics,A robotics intelligence system for metal fabrication,Manufacturing and Robotics,"San Francisco, CA, USA",yc_2025,a robotics intelligence system for metal fabrication,Forge Robotics a robotics intelligence system for metal fabrication Manufacturing and Robotics,3,Industrial / Electronics / Manufacturing,mixed,Other,6,EdTech Startups,clean
Bluma,AI short form content engine,Marketing,"San Francisco, CA, USA",yc_2025,ai short form content engine,Bluma ai short form content engine Marketing,6,Enterprise Software / SaaS / IT Products,clean,AI,0,AI Tools / Automation,clean
Lightberry,The social brain for robots.,Manufacturing and Robotics,"San Francisco, CA, USA",yc_2025,the social brain for robots,Lightberry the social brain for robots Manufacturing and Robotics,6,Enterprise Software / SaaS / IT Products,clean,"AI, B2C",2,Fintech Startups,clean
The Hog,AI Demand Gen for Companies,Marketing,,yc_2025,ai demand gen for companies,The Hog ai demand gen for companies Marketing,6,Enterprise Software / SaaS / IT Products,clean,AI,0,AI Tools / Automation,clean
Telemetron,Support and Operations Platform for Hardware Companies,,,yc_2025,support and operations platform for hardware companies,Telemetron support and operations platform for hardware companies,6,Enterprise Software / SaaS / IT Products,clean,"SaaS, OpsTech",6,EdTech Startups,clean
Boom AI,AI growth team for e-commerce brands,,"San Francisco, CA, USA",yc_2025,ai growth team for e commerce brands,Boom AI ai growth team for e commerce brands,6,Enterprise Software / SaaS / IT Products,clean,"AI, Marketplace",0,AI Tools / Automation,clean
Freeport Markets,Tradable Twitter Feed,Consumer Finance,"New York, NY, USA",yc_2025,tradable twitter feed,Freeport Markets tradable twitter feed Consumer Finance,5,Banking / Financial Services / Insurance,clean,"Fintech, B2C",1,B2B SaaS / Workflow,mostly_clean
Miniswap,The Marketplace for Complex Hobbies,Gaming,"San Francisco, CA, USA",yc_2025,the marketplace for complex hobbies,Miniswap the marketplace for complex hobbies Gaming,6,Enterprise Software / SaaS / IT Products,clean,Marketplace,1,B2B SaaS / Workflow,mostly_clean
Rovi Health,AI healthcare concierge for employees,,"New York, NY, USA",yc_2025,ai healthcare concierge for employees,Rovi Health ai healthcare concierge for employees,7,Pharma / Healthcare / Life Sciences,clean,"AI, HealthTech",7,Ops / Logistics / Business Tools,mostly_clean
Castari,Vercel for AI Agents – One click deploy for the Claude Agent SDK,Infrastructure,,yc_2025,vercel for ai agents one click deploy for the claude agent sdk,Castari vercel for ai agents one click deploy for the claude agent sdk Infrastructure,6,Enterprise Software / SaaS / IT Products,clean,"AI, DevTools",2,Fintech Startups,clean
Jarmin,24/7 Machine Learning Engineer employees,,"San Francisco, CA, USA",yc_2025,24 7 machine learning engineer employees,Jarmin 24 7 machine learning engineer employees,4,BPO / Telecom / Retail Operations,mixed,"AI, EdTech",5,Marketplace / Creator Economy,mixed
Exonic,Crowdsourcing drug discovery.,Drug Discovery and Delivery,"San Francisco, CA, USA",yc_2025,crowdsourcing drug discovery,Exonic crowdsourcing drug discovery Drug Discovery and Delivery,7,Pharma / Healthcare / Life Sciences,clean,Logistics,1,B2B SaaS / Workflow,mostly_clean
Lemma,Continuous learning for AI agents,"Engineering, Product and Design","San Francisco, CA, USA",yc_2025,continuous learning for ai agents,"Lemma continuous learning for ai agents Engineering, Product and Design",6,Enterprise Software / SaaS / IT Products,clean,"AI, EdTech",2,Fintech Startups,clean
Mantle,Build internal agents to automate back office work with one prompt,Operations,,yc_2025,build internal agents to automate back office work with one prompt,Mantle build internal agents to automate back office work with one prompt Operations,6,Enterprise Software / SaaS / IT Products,clean,OpsTech,6,EdTech Startups,clean
Karumi,The Waymo of Personalized demos,Sales,,yc_2025,the waymo of personalized demos,Karumi the waymo of personalized demos Sales,6,Enterprise Software / SaaS / IT Products,clean,B2C,1,B2B SaaS / Workflow,mostly_clean
Icarus,Stratospheric birds for defense,Defense,"Los Angeles, CA, USA",yc_2025,stratospheric birds for defense,Icarus stratospheric birds for defense Defense,5,Banking / Financial Services / Insurance,clean,Other,6,EdTech Startups,clean
Sava,Building the future of trusts,,,yc_2025,building the future of trusts,Sava building the future of trusts,5,Banking / Financial Services / Insurance,clean,Other,1,B2B SaaS / Workflow,mostly_clean
Denki,The full-stack AI financial audit firm,Finance and Accounting,"San Francisco, CA, USA",yc_2025,the full stack ai financial audit firm,Denki the full stack ai financial audit firm Finance and Accounting,5,Banking / Financial Services / Insurance,clean,"AI, Fintech",0,AI Tools / Automation,clean
Arcten,We make any product AI-native in an afternoon,,"San Francisco, CA, USA",yc_2025,we make any product ai native in an afternoon,Arcten we make any product ai native in an afternoon,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Metorial,The infra layer for AI integrations.,,Remote,yc_2025,the infra layer for ai integrations,Metorial the infra layer for ai integrations,6,Enterprise Software / SaaS / IT Products,clean,"AI, DevTools",2,Fintech Startups,clean
Kalpa Labs,Scaling Generalist Speech models,,,yc_2025,scaling generalist speech models,Kalpa Labs scaling generalist speech models,6,Enterprise Software / SaaS / IT Products,clean,Other,1,B2B SaaS / Workflow,mostly_clean
Absurd,AI Brand and Performance Ads at Scale,Marketing,,yc_2025,ai brand and performance ads at scale,Absurd ai brand and performance ads at scale Marketing,6,Enterprise Software / SaaS / IT Products,clean,"AI, Marketplace",0,AI Tools / Automation,clean
Clad Labs,the brainrot ide,,"San Francisco, CA, USA",yc_2025,the brainrot ide,Clad Labs the brainrot ide,7,Pharma / Healthcare / Life Sciences,clean,AI,6,EdTech Startups,clean
Automax.ai,AI native real-estate appraisal firm,Housing and Real Estate,"San Francisco, CA, USA",yc_2025,ai native real estate appraisal firm,Automax.ai ai native real estate appraisal firm Housing and Real Estate,6,Enterprise Software / SaaS / IT Products,clean,AI,0,AI Tools / Automation,clean
Specific,AWS for coding agents,"Engineering, Product and Design","Stockholm, Stockholm County, Sweden",yc_2025,aws for coding agents,"Specific aws for coding agents Engineering, Product and Design",6,Enterprise Software / SaaS / IT Products,clean,Other,6,EdTech Startups,clean
Primer,AI Product Demos,,"San Francisco, CA, USA",yc_2025,ai product demos,Primer ai product demos,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Narrative,AI-Powered Sports Highlights,Marketing,"San Francisco, CA, USA",yc_2025,ai powered sports highlights,Narrative ai powered sports highlights Marketing,6,Enterprise Software / SaaS / IT Products,clean,AI,1,B2B SaaS / Workflow,mostly_clean
Crunched,Excel AI analyst for Power Users,Finance and Accounting,,yc_2025,excel ai analyst for power users,Crunched excel ai analyst for power users Finance and Accounting,6,Enterprise Software / SaaS / IT Products,clean,"AI, Fintech",0,AI Tools / Automation,clean
Lua Global Inc,The mid-market agent platform,,,yc_2025,the mid market agent platform,Lua Global Inc the mid market agent platform,5,Banking / Financial Services / Insurance,clean,SaaS,0,AI Tools / Automation,clean
Spatial AI,Data for robot foundational models,,"Palo Alto, CA, USA",yc_2025,data for robot foundational models,Spatial AI data for robot foundational models,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Sourcebot,Helping humans and AI agents understand massive codebases,"Engineering, Product and Design","San Francisco, CA, USA",yc_2025,helping humans and ai agents understand massive codebases,"Sourcebot helping humans and ai agents understand massive codebases Engineering, Product and Design",6,Enterprise Software / SaaS / IT Products,clean,"AI, DevTools",2,Fintech Startups,clean
Zalos,"Computer Agents for Finance tasks like reconciliation, in your system!",Operations,,yc_2025,computer agents for finance tasks like reconciliation in your system,Zalos computer agents for finance tasks like reconciliation in your system Operations,6,Enterprise Software / SaaS / IT Products,clean,"Fintech, OpsTech",0,AI Tools / Automation,clean
HireGlide,The AI-native job board,Recruiting and Talent,"San Francisco, CA, USA",yc_2025,the ai native job board,HireGlide the ai native job board Recruiting and Talent,4,BPO / Telecom / Retail Operations,mixed,"AI, HRTech",2,Fintech Startups,clean
Aside,Live answer copilot for enterprise tech sales,Sales,"San Francisco, CA, USA",yc_2025,live answer copilot for enterprise tech sales,Aside live answer copilot for enterprise tech sales Sales,6,Enterprise Software / SaaS / IT Products,clean,B2B,1,B2B SaaS / Workflow,mostly_clean
Scott AI,Agentic Workspace for Engineering Team Alignment,,"New York, NY, USA",yc_2025,agentic workspace for engineering team alignment,Scott AI agentic workspace for engineering team alignment,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Everest,AI agents for IT services,,"San Francisco, CA, USA",yc_2025,ai agents for it services,Everest ai agents for it services,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Expected Parrot,Simulate your customers with AI agents,,"Cambridge, MA, USA",yc_2025,simulate your customers with ai agents,Expected Parrot simulate your customers with ai agents,6,Enterprise Software / SaaS / IT Products,clean,AI,0,AI Tools / Automation,clean
Imagine AI,We build B2B content for your entire team,Sales,"San Francisco, CA, USA",yc_2025,we build b2b content for your entire team,Imagine AI we build b2b content for your entire team Sales,6,Enterprise Software / SaaS / IT Products,clean,"AI, B2B",0,AI Tools / Automation,clean
Anto Biosciences,A Foundation Model for Microbial Communities.,,"San Francisco, CA, USA",yc_2025,a foundation model for microbial communities,Anto Biosciences a foundation model for microbial communities,6,Enterprise Software / SaaS / IT Products,clean,Other,6,EdTech Startups,clean
Patent Watch,AI for detecting patent infringements,,"Toronto, ON, Canada",yc_2025,ai for detecting patent infringements,Patent Watch ai for detecting patent infringements,6,Enterprise Software / SaaS / IT Products,clean,AI,0,AI Tools / Automation,clean
s2.dev,"API for unlimited, durable, real-time streams",Infrastructure,"San Francisco, CA, USA",yc_2025,api for unlimited durable real time streams,s2.dev api for unlimited durable real time streams Infrastructure,6,Enterprise Software / SaaS / IT Products,clean,DevTools,6,EdTech Startups,clean
Tornyol,We build micro-drones that kill mosquitoes.,Consumer Electronics,,yc_2025,we build micro drones that kill mosquitoes,Tornyol we build micro drones that kill mosquitoes Consumer Electronics,6,Enterprise Software / SaaS / IT Products,clean,B2C,6,EdTech Startups,clean
Nucleo,The first Agentic platform for Oncology,,,yc_2025,the first agentic platform for oncology,Nucleo the first agentic platform for oncology,7,Pharma / Healthcare / Life Sciences,clean,SaaS,7,Ops / Logistics / Business Tools,mostly_clean
Leadbay,Discover and qualify SMB leads that couldn't be found before.,Sales,"San Francisco, CA, USA",yc_2025,discover and qualify smb leads that couldn t be found before,Leadbay discover and qualify smb leads that couldn t be found before Sales,5,Banking / Financial Services / Insurance,clean,Other,1,B2B SaaS / Workflow,mostly_clean
Pixley AI,The first platform where parents & kids can co-create AI cartoon shows,Content,"San Francisco, CA, USA",yc_2025,the first platform where parents kids can co create ai cartoon shows,Pixley AI the first platform where parents kids can co create ai cartoon shows Content,6,Enterprise Software / SaaS / IT Products,clean,"AI, SaaS",2,Fintech Startups,clean
Cortex AI,Large-scale real-world robot & human data for embodied AI,Manufacturing and Robotics,"San Francisco, CA, USA",yc_2025,large scale real world robot human data for embodied ai,Cortex AI large scale real world robot human data for embodied ai Manufacturing and Robotics,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Inspector,AI IDE for front-end development,"Engineering, Product and Design","San Francisco, CA, USA",yc_2025,ai ide for front end development,"Inspector ai ide for front end development Engineering, Product and Design",6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Thesis,An AI lab at your fingertips.,,"San Francisco, CA, USA",yc_2025,an ai lab at your fingertips,Thesis an ai lab at your fingertips,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Play Health,Perimenopause Care Platform,,"Boulder, CO, USA",yc_2025,perimenopause care platform,Play Health perimenopause care platform,7,Pharma / Healthcare / Life Sciences,clean,"SaaS, HealthTech",7,Ops / Logistics / Business Tools,mostly_clean
Casey,Casey automates workflows for the insurance industry,Insurance,"San Francisco, CA, USA",yc_2025,casey automates workflows for the insurance industry,Casey casey automates workflows for the insurance industry Insurance,5,Banking / Financial Services / Insurance,clean,"SaaS, Fintech, OpsTech",7,Ops / Logistics / Business Tools,mostly_clean
Selfin,Building the first AI Bank,Consumer Finance,"San Francisco, CA, USA",yc_2025,building the first ai bank,Selfin building the first ai bank Consumer Finance,5,Banking / Financial Services / Insurance,clean,"AI, Fintech, B2C",0,AI Tools / Automation,clean
Compyle,The coding agent that actually collaborates with you,"Engineering, Product and Design","San Francisco, CA, USA",yc_2025,the coding agent that actually collaborates with you,"Compyle the coding agent that actually collaborates with you Engineering, Product and Design",6,Enterprise Software / SaaS / IT Products,clean,Other,2,Fintech Startups,clean
Lexi,AI Associates for Corporate Law,Legal,"San Francisco, CA, USA",yc_2025,ai associates for corporate law,Lexi ai associates for corporate law Legal,6,Enterprise Software / SaaS / IT Products,clean,AI,0,AI Tools / Automation,clean
Codyco,The AI Reservation Team for Hotel Groups,,,yc_2025,the ai reservation team for hotel groups,Codyco the ai reservation team for hotel groups,5,Banking / Financial Services / Insurance,clean,AI,1,B2B SaaS / Workflow,mostly_clean
ComplyDo,Global Compliance for Enterprises,Legal,,yc_2025,global compliance for enterprises,ComplyDo global compliance for enterprises Legal,5,Banking / Financial Services / Insurance,clean,B2B,1,B2B SaaS / Workflow,mostly_clean
Bravi,The AI operating system powering home services businesses,,"San Francisco, CA, USA",yc_2025,the ai operating system powering home services businesses,Bravi the ai operating system powering home services businesses,6,Enterprise Software / SaaS / IT Products,clean,"AI, B2B",0,AI Tools / Automation,clean
Rovr,AI FDE Engine that runs your engineering workflows,"Engineering, Product and Design","San Francisco, CA, USA",yc_2025,ai fde engine that runs your engineering workflows,"Rovr ai fde engine that runs your engineering workflows Engineering, Product and Design",6,Enterprise Software / SaaS / IT Products,clean,"AI, SaaS, OpsTech",2,Fintech Startups,clean
Sunflower,Building the Sobriety Platform for the future of Superintelligence. 🌻,,,yc_2025,building the sobriety platform for the future of superintelligence,Sunflower building the sobriety platform for the future of superintelligence,6,Enterprise Software / SaaS / IT Products,clean,SaaS,6,EdTech Startups,clean
Articulate,Automatic Construction Drawing Clash Detection,Construction,"San Francisco, CA, USA",yc_2025,automatic construction drawing clash detection,Articulate automatic construction drawing clash detection Construction,2,Engineering / Construction / Infrastructure,mostly_clean,Other,6,EdTech Startups,clean
Aleph Lab,AI language buddy in the games kids love,,"San Francisco, CA, USA",yc_2025,ai language buddy in the games kids love,Aleph Lab ai language buddy in the games kids love,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Logical,"A proactive desktop copilot. Clippy, but actually good.",Productivity,"San Francisco, CA, USA",yc_2025,a proactive desktop copilot clippy but actually good,Logical a proactive desktop copilot clippy but actually good Productivity,6,Enterprise Software / SaaS / IT Products,clean,OpsTech,6,EdTech Startups,clean
Agentic Fabriq,Okta for Agents.,,"Sunnyvale, CA, USA",yc_2025,okta for agents,Agentic Fabriq okta for agents,6,Enterprise Software / SaaS / IT Products,clean,Other,0,AI Tools / Automation,clean
Tensr,Fully autonomous robotic factories,Manufacturing and Robotics,"San Francisco, CA, USA",yc_2025,fully autonomous robotic factories,Tensr fully autonomous robotic factories Manufacturing and Robotics,3,Industrial / Electronics / Manufacturing,mixed,Other,6,EdTech Startups,clean
Kestrel AI,AI-Native Cloud Incident Response Platform,Security,"San Francisco, CA, USA",yc_2025,ai native cloud incident response platform,Kestrel AI ai native cloud incident response platform Security,6,Enterprise Software / SaaS / IT Products,clean,"AI, SaaS, DevTools",2,Fintech Startups,clean
LogosGuard,The risk management software for enterprises adopting AI,,"San Francisco, CA, USA",yc_2025,the risk management software for enterprises adopting ai,LogosGuard the risk management software for enterprises adopting ai,6,Enterprise Software / SaaS / IT Products,clean,"AI, SaaS, B2B",0,AI Tools / Automation,clean
Sciloop,AI Co-Scientist that automates ML experimentation and analysis.,Productivity,"San Francisco, CA, USA",yc_2025,ai co scientist that automates ml experimentation and analysis,Sciloop ai co scientist that automates ml experimentation and analysis Productivity,6,Enterprise Software / SaaS / IT Products,clean,"AI, OpsTech",2,Fintech Startups,clean
Multifactor,"Zero-trust authentication, authorization, and auditing for AI agents",Security,"San Francisco, CA, USA",yc_2025,zero trust authentication authorization and auditing for ai agents,Multifactor zero trust authentication authorization and auditing for ai agents Security,6,Enterprise Software / SaaS / IT Products,clean,AI,0,AI Tools / Automation,clean
Allus AI,Transforming manufacturing with our next-gen Vision Foundation Model,Manufacturing and Robotics,"Atlanta, GA, USA",yc_2025,transforming manufacturing with our next gen vision foundation model,Allus AI transforming manufacturing with our next gen vision foundation model Manufacturing and Robotics,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Unsiloed AI,API for parsing multimodal unstructured data,,"San Francisco, CA, USA",yc_2025,api for parsing multimodal unstructured data,Unsiloed AI api for parsing multimodal unstructured data,6,Enterprise Software / SaaS / IT Products,clean,"AI, DevTools",2,Fintech Startups,clean
SF Tensor,Infrastructure for AI labs to focus on research.,Infrastructure,,yc_2025,infrastructure for ai labs to focus on research,SF Tensor infrastructure for ai labs to focus on research Infrastructure,6,Enterprise Software / SaaS / IT Products,clean,"AI, DevTools",2,Fintech Startups,clean
AnswerThis,End-to-end workspace to accelerate scientific discovery,,,yc_2025,end to end workspace to accelerate scientific discovery,AnswerThis end to end workspace to accelerate scientific discovery,6,Enterprise Software / SaaS / IT Products,clean,Other,6,EdTech Startups,clean
Nivara,The intelligence layer for how your teams use AI,Infrastructure,"San Francisco, CA, USA",yc_2025,the intelligence layer for how your teams use ai,Nivara the intelligence layer for how your teams use ai Infrastructure,6,Enterprise Software / SaaS / IT Products,clean,"AI, DevTools",2,Fintech Startups,clean
Lakonia,Delivering AI-powered situational awareness in tactical environments.,,"San Francisco, CA, USA",yc_2025,delivering ai powered situational awareness in tactical environments,Lakonia delivering ai powered situational awareness in tactical environments,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
SellRaze,The fastest way to sell online.,,"San Francisco, CA, USA",yc_2025,the fastest way to sell online,SellRaze the fastest way to sell online,5,Banking / Financial Services / Insurance,clean,Other,1,B2B SaaS / Workflow,mostly_clean
Mod AI,The First AI Email Client for Accounting,,,yc_2025,the first ai email client for accounting,Mod AI the first ai email client for accounting,6,Enterprise Software / SaaS / IT Products,clean,AI,0,AI Tools / Automation,clean
Semble AI,Autonomous building-system design for construction companies.,"Engineering, Product and Design","San Francisco, CA, USA",yc_2025,autonomous building system design for construction companies,"Semble AI autonomous building system design for construction companies Engineering, Product and Design",2,Engineering / Construction / Infrastructure,mostly_clean,AI,2,Fintech Startups,clean
Flick,"Figma + Cursor, for AI Filmmaking",Content,,yc_2025,figma cursor for ai filmmaking,Flick figma cursor for ai filmmaking Content,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
hillclimb,The world's first human superintelligence community,"Engineering, Product and Design","San Francisco, CA, USA",yc_2025,the world s first human superintelligence community,"hillclimb the world s first human superintelligence community Engineering, Product and Design",6,Enterprise Software / SaaS / IT Products,clean,Other,2,Fintech Startups,clean
AtlasGrid,Accelerate Product Iteration,"Engineering, Product and Design","Mountain View, CA, USA",yc_2025,accelerate product iteration,"AtlasGrid accelerate product iteration Engineering, Product and Design",6,Enterprise Software / SaaS / IT Products,clean,Other,6,EdTech Startups,clean
Wardstone,Satellites for Missile Defense,Aviation and Space,,yc_2025,satellites for missile defense,Wardstone satellites for missile defense Aviation and Space,5,Banking / Financial Services / Insurance,clean,Other,6,EdTech Startups,clean
Nessie,Shareable AI Brains for Everyone,,"San Francisco, CA, USA",yc_2025,shareable ai brains for everyone,Nessie shareable ai brains for everyone,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Hypercubic,AI to maintain and modernize COBOL.,,,yc_2025,ai to maintain and modernize cobol,Hypercubic ai to maintain and modernize cobol,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Cranston AI,Full Stack AI Accounting Firm,Finance and Accounting,"San Francisco, CA, USA",yc_2025,full stack ai accounting firm,Cranston AI full stack ai accounting firm Finance and Accounting,5,Banking / Financial Services / Insurance,clean,"AI, Fintech",0,AI Tools / Automation,clean
Questom,AI Agents for B2B Sales,Sales,,yc_2025,ai agents for b2b sales,Questom ai agents for b2b sales Sales,6,Enterprise Software / SaaS / IT Products,clean,"AI, B2B",0,AI Tools / Automation,clean
Veria Labs,Continuous AI pentesting that finds and fixes vulnerabilities,Security,"San Francisco, CA, USA",yc_2025,continuous ai pentesting that finds and fixes vulnerabilities,Veria Labs continuous ai pentesting that finds and fixes vulnerabilities Security,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Iris,The Digital Extension of Yourself,,"San Francisco, CA, USA",yc_2025,the digital extension of yourself,Iris the digital extension of yourself,6,Enterprise Software / SaaS / IT Products,clean,Other,1,B2B SaaS / Workflow,mostly_clean
PlayVision,AI Moneyball for Sports,Analytics,"San Francisco, CA, USA",yc_2025,ai moneyball for sports,PlayVision ai moneyball for sports Analytics,6,Enterprise Software / SaaS / IT Products,clean,AI,1,B2B SaaS / Workflow,mostly_clean
Koyal,Agentic AI Filmmaking Platform,Content,"San Francisco, CA, USA",yc_2025,agentic ai filmmaking platform,Koyal agentic ai filmmaking platform Content,6,Enterprise Software / SaaS / IT Products,clean,"AI, SaaS",2,Fintech Startups,clean
Kaigo Health,AI outpatient care workforce,Healthcare IT,"San Francisco, CA, USA",yc_2025,ai outpatient care workforce,Kaigo Health ai outpatient care workforce Healthcare IT,7,Pharma / Healthcare / Life Sciences,clean,"AI, HealthTech",7,Ops / Logistics / Business Tools,mostly_clean
Norra,Automating equipment operations for nursing facilities,,"San Francisco, CA, USA",yc_2025,automating equipment operations for nursing facilities,Norra automating equipment operations for nursing facilities,6,Enterprise Software / SaaS / IT Products,clean,OpsTech,7,Ops / Logistics / Business Tools,mostly_clean
Lunavo,Lunavo is the AI assistant for carriers.,Supply Chain and Logistics,"San Francisco, CA, USA",yc_2025,lunavo is the ai assistant for carriers,Lunavo lunavo is the ai assistant for carriers Supply Chain and Logistics,6,Enterprise Software / SaaS / IT Products,clean,"AI, Logistics",0,AI Tools / Automation,clean
Dari,An API to build the most reliable browser use agents,,"San Francisco, CA, USA",yc_2025,an api to build the most reliable browser use agents,Dari an api to build the most reliable browser use agents,6,Enterprise Software / SaaS / IT Products,clean,DevTools,6,EdTech Startups,clean
The Context Company,Monitor AI agents and understand user behavior,"Engineering, Product and Design","San Francisco, CA, USA",yc_2025,monitor ai agents and understand user behavior,"The Context Company monitor ai agents and understand user behavior Engineering, Product and Design",6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Sorce,Tinder for jobs,Human Resources,"San Francisco, CA, USA",yc_2025,tinder for jobs,Sorce tinder for jobs Human Resources,4,BPO / Telecom / Retail Operations,mixed,Other,1,B2B SaaS / Workflow,mostly_clean
